[s4_nogo0_cue5]  loaded naive checkpoint: results/dual/sweep_nogo0_cue5/s4_nogo0_cue5/naive_s4_nogo0_cue5.pth
[s4_nogo0_cue5]   after GNG (loaded): dpa=0.915  gng=0.992
Epoch 005/200 | lr: 0.01000 | train: 0.7950 | val: 0.7852
Epoch 010/200 | lr: 0.01000 | train: 0.7124 | val: 0.7707
Epoch 015/200 | lr: 0.01000 | train: 0.6824 | val: 0.7218
Epoch 020/200 | lr: 0.01000 | train: 0.6564 | val: 0.6803
Epoch 025/200 | lr: 0.01000 | train: 0.6291 | val: 0.6546
Epoch 030/200 | lr: 0.01000 | train: 0.5927 | val: 0.6316
Epoch 035/200 | lr: 0.01000 | train: 0.5701 | val: 0.5993
Epoch 040/200 | lr: 0.01000 | train: 0.5441 | val: 0.5896
Epoch 045/200 | lr: 0.01000 | train: 0.5344 | val: 0.5642
Epoch 050/200 | lr: 0.01000 | train: 0.5197 | val: 0.5677
Epoch 055/200 | lr: 0.01000 | train: 0.4972 | val: 0.5140
Epoch 060/200 | lr: 0.01000 | train: 0.4686 | val: 0.5251
Epoch 065/200 | lr: 0.01000 | train: 0.4580 | val: 0.5047
Epoch 070/200 | lr: 0.01000 | train: 0.4395 | val: 0.5035
Epoch 075/200 | lr: 0.01000 | train: 0.4315 | val: 0.4906
Epoch 080/200 | lr: 0.01000 | train: 0.4424 | val: 0.4849
Epoch 085/200 | lr: 0.01000 | train: 0.4240 | val: 0.4607
Epoch 090/200 | lr: 0.01000 | train: 0.4045 | val: 0.4574
Epoch 095/200 | lr: 0.01000 | train: 0.3967 | val: 0.4562
Epoch 100/200 | lr: 0.01000 | train: 0.4047 | val: 0.4294
